the_geom,cartodb_id,the_geom_webmercator,record_id,station_key,station_id,name,road_name,full_name,common_road_name,secondary_name,road_name_base,road_name_type,intersection,distance_to_intersection,road_number,link_number,mab_way_type,mab_way_number,mab_identifier,road_functional_hierarchy,road_on_type,lane_count,road_classification_type,road_classification_admin,rms_region,lga,suburb,post_code,device_type,heavy_vehicle_checking_station,permanent_station,vehicle_classifier,lambert_easting,lambert_northing,wgs84_latitude,wgs84_longitude,direction_seq,quality_rating,publish,md5,updated_on
,5614,,,58419,96070,Kamilaroi Highway,Kamilaroi Highway,"Kamilaroi Highway, West of Gingie Road",Kamilaroi Highway,West of Gingie Road,Kamilaroi,Highway,Gingie Road,2120,0000029,0620,B,76,B76,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Walgett,Walgett,2832,Trafficorder Dual Tube Classifier,false,0,1,9399891,4859497,-30.001989,148.034653,10,5,true,67f6b9d206c1548265f982bab14bc221,2018-06-12 02:48:41.978017+00
,5615,,,15252023,6193,Great Western Highway,Great Western Highway,"Great Western Highway, East of Coxs River Road","Great Western.great Western Highway, Mount Victoria",East of Coxs River Road,Great Western,Highway,Coxs River Road,1660,0000005,1540,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Lithgow,Little Hartley,2790,Tirtl,false,1,1,9598838,4458867,-33.579613,150.222458,10,5,true,ce64e409a2a35f8fd2b571d03d9e6ae9,2018-06-12 02:48:41.978017+00
,5616,,,57865,93235,Henry Parkes Way,Henry Parkes Way,"Henry Parkes Way, South of Sandy Creek Road",Henry Parkes Way,South of Sandy Creek Road,Henry Parkes,Way,Sandy Creek Road,410,0000061,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Western,Cabonne,Boree,2800,Trafficorder Dual Tube Classifier,false,0,0,9468197,4499978.5,-33.237068,148.806442,10,5,true,7ea5c658900cb5a754074a14eff20c99,2018-06-12 02:48:41.978017+00
,5617,,,58190,95045,Riverina Highway,Riverina Highway,"Riverina Highway, West of Martin Street",Riverina Highway,West of Martin Street,Riverina,Highway,Martin Street,1580,0000020,1180,B,58,B58,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Corowa,Howlong,2643,Trafficorder Tube Axlepair Counter,false,0,1,9263882,4198743.5,-35.966591,146.599655,10,5,true,ba7d457db78878f30b37dc5f90993e53,2018-06-12 02:48:41.978017+00
,5618,,,57181,60041,Macquarie Street,Macquarie Street,"Macquarie Street, West of Short Street",Terminus Street,West of Short Street,Macquarie,Street,Short Street,40,0000512,0165,A,34,A34,Distributor Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Liverpool,Liverpool,2170,Trafficorder Dual Tube Classifier,false,0,0,9661927,4418067,-33.928116,150.918671,10,5,true,28abba57467e9e46b72cc96d0bf36ace,2018-06-12 02:48:41.978017+00
,5619,,,57594,91205,Bundarra Road,Bundarra Road,"Bundarra Road, North of Woodford Place",Thunderbolts Way,North of Woodford Place,Bundarra,Road,Woodford Place,210,0000073,0270,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Way,Regional,Northern,Inverell,Gilgai,2360,Trafficorder Tube Axlepair Counter,false,0,1,9698165,4869281.5,-29.847488,151.118133,9,5,true,f439f65276a83adb75a63b25f1a0e1bc,2018-06-12 02:48:41.978017+00
,5620,,,57299,70002,Western Motorway,Western Motorway,"Western Motorway, South of Ponds Road","Western.m4 Western Mwy, Greystanes",South of Ponds Road,Western,Motorway,Ponds Road,250,0006004,1150,M,4,M4,Motorway,OnGround,TwoOrMoreLanes,Motorway,State,Sydney,Blacktown,Prospect,2148,Trafficorder Dual Tube Classifier,false,0,0,9662779,4431548,-33.806267,150.922424,7,5,true,dc11661eb164ffbeacb1f7e61237b8e1,2018-06-12 02:48:41.978017+00
,5621,,,56293,07327,Mount Keira Road,Mount Keira Road,"Mount Keira Road, West of Abercrombie Street",Mount Keira Road,West of Abercrombie Street,Mount Keira,Road,Abercrombie Street,100,-10,-10,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,Southern,Wollongong,West Wollongong,2500,Trafficorder Tube Axlepair Counter,false,0,0,9655120,4363401.5,-34.423283,150.866943,10,5,true,71c6bf7b3838f26b5eae8045be056449,2018-06-12 02:48:41.978017+00
,5622,,,58088,94145,Kings Highway,Kings Highway,"Kings Highway, West of Burbong Avenue",Kings Highway,West of Burbong Avenue,Kings,Highway,Burbong Avenue,140,0000051,0301,B,52,B52,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Palerang,Carwoola,2620,Trafficorder Tube Axlepair Counter,false,0,1,9510066,4266072,-35.339401,149.311569,10,5,true,6213a4845b4c53e65dad123221c39cb3,2018-06-12 02:48:41.978017+00
,5623,,,58147,94476,Olympic Highway,Olympic Highway,"Olympic Highway, West of Old Gundagai Road",Olympic Highway,West of Old Gundagai Road,Olympic,Highway,Old Gundagai Road,560,0000078,0480,A,41,A41,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Cootamundra,Wallendbeen,2588,Trafficorder Tube Axlepair Counter,false,0,1,9403477,4354062.5,-34.561783,148.128342,9,5,true,60a98247e37df1b745af2a757f30203e,2018-06-12 02:48:41.978017+00
,5624,,,58194,95062,Sturt Highway,Sturt Highway,"Sturt Highway, East of Ashmont Avenue",Sturt Highway,East of Ashmont Avenue,Sturt,Highway,Ashmont Avenue,80,0000014,0120,A,20,A20,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Wagga Wagga,Ashmont,2650,Trafficorder Tube Axlepair Counter,false,0,1,9329620,4292420.5,-35.122372,147.325088,10,5,true,af5d6339332e1b06a0bb196e721d8aa4,2018-06-12 02:48:41.978017+00
,5625,,,56321,07413,Burragorang Road,Burragorang Road,"Burragorang Road, East of Egans Road",Burragorang Road,East of Egans Road,Burragorang,Road,Egans Road,90,-10,-10,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,Southern,Wollondilly,Oakdale,2570,Trafficorder Tube Axlepair Counter,false,0,0,9624059,4402797,-34.077969,150.514557,10,5,true,59c93ce2efa41e6e0e0284a8385d7e7b,2018-06-12 02:48:41.978017+00
,5626,,,15216018,6147,Newell Highway,Newell Highway,"Newell Highway, South of Balladoran Railway Road","Newell.newell Highway, Balladoran",South of Balladoran Railway Road,Newell,Highway,Balladoran Railway Road,870,0000017,2940,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Gilgandra,Gilgandra,2827,Tirtl,false,1,1,9455393,4665179.5,-31.74824,148.641083,9,4,true,3ae1d8db7c08dbeabcd8e5f698300db0,2018-06-12 02:48:41.978017+00
,5627,,,56111,05647,Richardson Road,Richardson Road,"Richardson Road, East of Adelaide Street",Richardson Road,East of Adelaide Street,Richardson,Road,Adelaide Street,50,0000104,0117,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Hunter,Port Stephens,Raymond Terrace,2324,Trafficorder Tube Axlepair Counter,false,0,0,9745402,4544776,-32.754311,151.758881,10,5,true,880f3fc584441e1c4143d6ab65f7cc9f,2018-06-12 02:48:41.978017+00
,5628,,,55369,02362,Mcevoy Street,Mcevoy Street,"Mcevoy Street, West of Pitt Street",Mcevoy Street,West of Pitt Street,Mcevoy,Street,Pitt Street,60,0000528,0045,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Waterloo,2017,Trafficorder Dual Tube Classifier,false,0,0,9688361,4420061.5,-33.900867,151.20372,10,5,true,b4d779ab5295936d5e295047d62c2593,2018-06-12 02:48:41.978017+00
,5629,,,57686,92102,New England Highway,New England Highway,"New England Highway, South of Chilcotts Creek Road",New England Highway,South of Chilcotts Creek Road,New England,Highway,Chilcotts Creek Road,460,0000009,0795,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Liverpool Plains,Willow Tree,2339,Trafficorder Tube Axlepair Counter,false,0,1,9657489,4665413.5,-31.698866,150.773956,9,5,true,6f0951ba04ccad57c8ebb3b5b317e6a0,2018-06-12 02:48:41.978017+00
,5630,,,58362,95606,Spring Drive,Spring Drive,"Spring Drive, West of Federation Avenue",Spring Drive,West of Federation Avenue,Spring,Drive,Federation Avenue,120,0000314,0050,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,South West,Corowa,Corowa,2646,Trafficorder Dual Tube Classifier,false,0,1,9243312,4193744.5,-36.010723,146.371323,10,5,true,1006e48dcaba99e2749f3ffe4f8b5010,2018-06-12 02:48:41.978017+00
,5631,,,58135,94445,Barton Highway,Barton Highway,"Barton Highway, South of Franklin Place",Barton Highway,South of Franklin Place,Barton,Highway,Franklin Place,810,0000015,0100,A,25,A25,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Yass Valley,Murrumbateman,2582,Trafficorder Dual Tube Classifier,false,0,1,9484820,4306203.5,-34.982334,149.025269,9,5,true,ab78950971dc4f6855d1e4ebb6e569a1,2018-06-12 02:48:41.978017+00
,5632,,,15252030,7115,Canterbury Road,Canterbury Road,"Canterbury Road, East of King Georges Road","Canterbury.canterbury Rd, Lakemba",East of King Georges Road,Canterbury,Road,King Georges Road,10,0000167,0280,A,34,A34,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Canterbury,Wiley Park,2195,Tirtl,false,1,1,9676120,4417381,-33.929409,151.072479,10,5,true,86629d14a0b1374ae07f642bd36730f8,2018-06-12 02:48:41.978017+00
,5633,,,58867,COBAR,Kidman Way,Kidman Way,"Kidman Way, North of Bourke Road",Cobar-Nr Bourke Road,North of Bourke Road,Kidman,Way,Bourke Road,8610,0000421,0030,B,87,B87,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Western,Cobar,Cobar,2835,Tirtl,false,1,1,9192977,4704386,-31.400272,145.874161,9,4,true,25e25c726389432430edbb8231942098,2018-06-12 02:48:41.978017+00
,5634,,,55502,04164,Summerland Way,Summerland Way,"Summerland Way, West of Hillcrest Lane",Queensland Road,West of Hillcrest Lane,Summerland,Way,Hillcrest Lane,60,0000083,0330,B,91,B91,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Northern,Richmond Valley,Casino,2470,Trafficorder Tube Axlepair Counter,false,0,1,9889396,4971948.5,-28.839886,153.031052,9,5,true,72529db148f425572ef9f4d0cb2cb6ce,2018-06-12 02:48:41.978017+00
,5635,,,57268,68025,Great Western Highway,Great Western Highway,"Great Western Highway, East of Liverpool-Parramatta Transitway","Liverpool-Parramatta Transitway.great Western Hwy, Wentworthville",East of Liverpool-Parramatta Transitway,Great Western,Highway,Liverpool-Parramatta Transitway,240,0008002,0250,A,44,A44,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Holroyd,South Wentworthville,2145,Tirtl,false,1,1,9667746,4430204,-33.816696,150.976623,10,4,true,c3d43b3472a439c7740db00e48ff37fd,2018-06-12 02:48:41.978017+00
,5636,,,57740,92344,Werris Creek Road,Werris Creek Road,"Werris Creek Road, East of Scotts Lane",Quirindi-West Tamworth Road,East of Scotts Lane,Werris Creek,Road,Scotts Lane,870,0000130,0070,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Liverpool Plains,Currabubula,2342,Trafficorder Tube Axlepair Counter,false,0,1,9650233,4711220.5,-31.288139,150.680405,9,5,true,624110763ef657bb7162652849613ebf,2018-06-12 02:48:41.978017+00
,5637,,,56602,100001,Cambridge Street,Cambridge Street,"Cambridge Street, North of Carre Avenue","Cambridge.cambridge St, Cabramatta West",North of Carre Avenue,Cambridge,Street,Carre Avenue,80,0000013,1060,A,28,A28,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Fairfield,Canley Heights,2166,Tirtl,false,1,1,9662713,4423575.5,-33.878181,150.924942,9,4,true,5f9af697ae0d301f2327e053c3a3744a,2018-06-12 02:48:41.978017+00
,5638,,,57851,93163,Mitchell Highway,Mitchell Highway,"Mitchell Highway, North of Burrendong Way",Mitchell Highway,North of Burrendong Way,Mitchell,Highway,Burrendong Way,910,0000007,0490,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Wellington,Apsley,2820,Trafficorder Dual Tube Classifier,false,0,1,9483217,4571817,-32.586376,148.953293,9,5,true,a9ce0a2f910cb55241c6cd0ceb4fe3c6,2018-06-12 02:48:41.978017+00
,5639,,,56334,07457,Berrima Road,Berrima Road,"Berrima Road, South of Taylor Avenue",Berrima Road,South of Taylor Avenue,Berrima,Road,Taylor Avenue,460,0000372,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Wingecarribee,New Berrima,2577,Trafficorder Tube Axlepair Counter,false,0,1,9606854,4355196,-34.512287,150.34462,9,5,true,77038ba85cfd0a6b589eb057e9d806cf,2018-06-12 02:48:41.978017+00
,5640,,,56299,07355,Jervis Bay Road,Jervis Bay Road,"Jervis Bay Road, North of Gardner Road","Jervis Bay.jervis Bay Rd, Huskisson",North of Gardner Road,Jervis Bay,Road,Gardner Road,140,0000312,0011,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Shoalhaven,Falls Creek,2540,Trafficorder Loop Counter,false,1,0,9627749,4301854,-34.986893,150.592178,10,4,true,bba914aab66f319397b403c3a32a506a,2018-06-12 02:48:41.978017+00
,5641,,,15286014,7168,Great Western Highway,Great Western Highway,"Great Western Highway, East of Reservoir Road","Great Western.great Western Hwy, Blacktown",East of Reservoir Road,Great Western,Highway,Reservoir Road,10,0000005,0880,A,44,A44,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Blacktown,Blacktown,2148,Tirtl,false,1,1,9660474,4432530,-33.798195,150.897125,7,5,true,330a3206e3125d60e2768566da62b8e3,2018-06-12 02:48:41.978017+00
,5642,,,57278,68226,Jersey Road,Jersey Road,"Jersey Road, South of Great Western Highway","Jersy.jersey Rd, South Wentworthville",South of Great Western Highway,Jersey,Road,Great Western Highway,70,0000013,1155,A,28,A28,Local Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Holroyd,South Wentworthville,2145,Trafficorder Dual Tube Classifier,false,0,0,9666613,4430420.5,-33.815128,150.964294,9,5,true,b57be7061e9dbaa1d4f30b86217f427d,2018-06-12 02:48:41.978017+00
,5643,,,15934005,T0293,Pacific Highway,Pacific Highway Hvcs,"Pacific Highway, West of Twelve Mile Creek Road","Pacific.pacific Highway, Raymond Terrace",West of Twelve Mile Creek Road,Pacific,Highway,Twelve Mile Creek Road,720,0000010,1810,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Port Stephens,Twelve Mile Creek,2324,Tirtl,true,1,1,9754492,4555185.5,-32.656689,151.850708,5,5,true,99240e228996518b11c2c23957ba9490,2018-06-12 02:48:41.978017+00
,5644,,,58227,95149,Goldfields Way,Goldfields Way,"Goldfields Way, North of Hollands Lane",Goldfields Way,North of Hollands Lane,Goldfields,Way,Hollands Lane,160,0000057,0160,B,85,B85,Arterial Road,OnGround,TwoOrMoreLanes,Way,Local,South West,Bland,Barmedman,2668,Trafficorder Tube Axlepair Counter,false,0,1,9329298,4413427,-34.030842,147.31752,9,5,true,983ab5c8f6c478dc15ab58cb7f41b74e,2018-06-12 02:48:41.978017+00
,5645,,,55761,05056,William Bailey Street,William Bailey Street,"William Bailey Street, North of Adelaide Street",William Bailey Street,North of Adelaide Street,William Bailey,Street,Adelaide Street,110,0000104,0130,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Hunter,Port Stephens,Raymond Terrace,2324,Trafficorder Tube Axlepair Counter,false,0,0,9744539,4544299,-32.758965,151.749908,10,5,true,ee84cd52fcf7df80d6ff3a786c0ba569,2018-06-12 02:48:41.978017+00
,5646,,,55483,04095,Bruxner Highway,Bruxner Highway,"Bruxner Highway, South of Wharf Road",Bruxner Highway,South of Wharf Road,Bruxner,Highway,Wharf Road,40,0000016,0210,B,60,B60,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Lismore,South Gundurimba,2480,Trafficorder Tube Axlepair Counter,false,0,1,9911251,4967192.5,-28.871071,153.257065,10,5,true,c3c324a3c1556425a241a3dd50375c03,2018-06-12 02:48:41.978017+00
,5647,,,57104,53003,Pacific Highway,Pacific Highway,"Pacific Highway, East of Blytheswood Avenue",Pacific Highway,East of Blytheswood Avenue,Pacific,Highway,Blytheswood Avenue,10,0000010,0600,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Ku-Ring-Gai,Warrawee,2074,Tirtl,false,1,1,9681584,4439368,-33.729225,151.122208,9,5,true,0fc15ca6a39c0de63af3dacc7d063e51,2018-06-12 02:48:41.978017+00
,5648,,,55740,05030,New England Highway,New England Highway,"New England Highway, West of Oswald Road",New England Highway,West of Oswald Road,New England,Highway,Oswald Road,490,0000009,0320,A,43,A43,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Maitland,Harpers Hill,2321,Trafficorder Tube Axlepair Counter,false,0,1,9713871,4551388,-32.707191,151.419418,9,5,true,83089debbeecfa5fa04664d17d3c9d87,2018-06-12 02:48:41.978017+00
,5649,,,57790,92653,Scott Road,Scott Road,"Scott Road, East of Locks Lane",Scott Road,East of Locks Lane,Scott,Road,Locks Lane,240,0000009,0925,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Northern,Tamworth Regional,South Tamworth,2340,Trafficorder Tube Axlepair Counter,false,0,1,9674718,4730145,-31.109468,150.929977,9,5,true,dbd341a9216c9288e89a14a8935faad9,2018-06-12 02:48:41.978017+00
,5650,,,58891,RLXT001,Black Stump Way,Black Stump Way,"Black Stump Way, South of Round Mountain Road",Marrangaroo-Mullaley Road,South of Round Mountain Road,Black Stump,Way,Round Mountain Road,610,0000055,0420,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Western,Warrumbungle,Coolah,2843,Tirtl,false,1,1,9562462,4681229.5,-31.583057,149.766907,9,5,true,890ff8ccfc491806b5e10d9e1c8d73fa,2018-06-12 02:48:41.978017+00
,5651,,,56303,07366,Nowra Road,Nowra Road,"Nowra Road, North of Myra Vale Road",Bomaderry-Moss Vale Road,North of Myra Vale Road,Nowra,Road,Myra Vale Road,400,0000261,0040,B,73,B73,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Southern,Wingecarribee,Fitzroy Falls,2577,Sensys,false,1,0,9619564,4339277,-34.652058,150.488846,9,5,true,b52bfeab9fd2477c44a8e25bf71ea5c3,2018-06-12 02:48:41.978017+00
,5652,,,55508,04170,Summerland Way,Summerland Way,"Summerland Way, South of Red Lane",Summerland Way,South of Red Lane,Summerland,Way,Red Lane,180,0000083,0130,B,91,B91,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Northern,Clarence Valley,Koolkhan,2460,Trafficorder Tube Axlepair Counter,false,0,1,9875119,4886825,-29.612833,152.934708,9,5,true,df71c29145e4e2e2fc5030e8714d1d09,2018-06-12 02:48:41.978017+00
,5653,,,55302,01001,Sydney Harbour Bridge,Bradfield Highway,"Sydney Harbour Bridge, North of Hickson Road",Bradfield Highway,North of Hickson Road,Bradfield,Highway,Hickson Road,260,0000632,0020,NULL,NULL,NULL,Motorway,OnBridge,TwoOrMoreLanes,Highway,State,Sydney,Sydney,Milsons Point,2061,Trafficorder Dual Tube Classifier,false,0,1,9689231,4425433.5,-33.852116,151.21077,9,5,true,73a1d9491f60a1233f53262f4601f635,2018-06-12 02:48:41.978017+00
,5654,,,58584,97238,Conargo Road,Conargo Road,"Conargo Road, East of Carrathool Road",Conargo Road,East of Carrathool Road,Conargo,Road,Carrathool Road,1500,0000552,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,South West,Conargo,Conargo,2710,Trafficorder Tube Axlepair Counter,false,0,1,9136146,4270819.5,-35.304813,145.197739,10,5,true,abbab3730190de2448286831cf61da6f,2018-06-12 02:48:41.978017+00
,5655,,,57188,62021,Newbridge Road,Newbridge Road,"Newbridge Road, East of Bridges Road",Milperra Road,East of Bridges Road,Newbridge,Road,Bridges Road,100,0000167,0510,A,34,A34,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Liverpool,Moorebank,2170,Trafficorder Dual Tube Classifier,false,0,0,9663263,4417933.5,-33.928867,150.933182,10,5,true,dcaba1eb2fbe3e7b44133c8698182caa,2018-06-12 02:48:41.978017+00
,5656,,,58567,97189,Mid Western Highway,Mid Western Highway,"Mid Western Highway, West of Rankins Springs Road",Mid Western Highway,West of Rankins Springs Road,Mid Western,Highway,Rankins Springs Road,100,0000006,0750,B,64,B64,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Carrathool,Rankins Springs,2669,Trafficorder Tube Axlepair Counter,false,0,1,9219503,4429379.5,-33.884274,146.129074,10,5,true,e87ee9824f0b000f4c55d5dee2bce0ee,2018-06-12 02:48:41.978017+00
,5657,,,56825,28026,Parramatta Road,Parramatta Road,"Parramatta Road, West of Potts Street",Parramatta Road,West of Potts Street,Parramatta,Road,Potts Street,50,0000005,0450,A,44,A44,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Strathfield,Homebush,2140,Trafficorder Tube Axlepair Counter,false,0,0,9676708,4424936,-33.86108,151.075653,10,5,true,f0010bc0753ec575f0f50b28fc91e719,2018-06-12 02:48:41.978017+00
,5658,,,58800,99715,Durham Street,Durham Street,"Durham Street, South of Charlotte Street",Durham Street,South of Charlotte Street,Durham,Street,Charlotte Street,60,0000005,1790,A,32,A32,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Western,Bathurst Regional,Bathurst,2795,Trafficorder Tube Axlepair Counter,false,0,0,9540155,4478497.5,-33.41724,149.584717,10,5,true,2bb767bf391c2f0969bf87cda3235cad,2018-06-12 02:48:41.978017+00
,5659,,,58640,98002,Silver City Highway,Silver City Highway,"Silver City Highway, South of Wentworth Road",Silver City Highway,South of Wentworth Road,Silver City,Highway,Wentworth Road,9860,0000022,0200,B,79,B79,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Unincorporated Far West,Broken Hill,2880,Trafficorder Dual Tube Classifier,false,0,1,8772320,4615306,-32.081757,141.403915,9,5,true,ec8c960c4ac373a4af7a4c87a49b07f8,2018-06-12 02:48:41.978017+00
